MAL-00001 | Fullmetal Alchemist: Brotherhood | Type: Movie | Score: 5.01 | Genre: Comedy
MAL-12177 | One Punch Man Part 75 | Type: OVA | Score: 5.27 | Genre: Suspense
MAL-12178 | My Hero Academia Part 75 | Type: ONA | Score: 5.28 | Genre: Adventure
MAL-12179 | Black Clover Part 75 | Type: Special | Score: 5.29 | Genre: Sports
MAL-12180 | Sword Art Online Part 75 | Type: TV | Score: 5.3 | Genre: Action
MAL-12181 | Tokyo Ghoul Part 75 | Type: Movie | Score: 5.31 | Genre: Comedy
MAL-12182 | Your Name. Part 75 | Type: OVA | Score: 5.32 | Genre: Drama
MAL-12183 | Spirited Away Part 75 | Type: ONA | Score: 5.33 | Genre: Fantasy
MAL-12184 | A Silent Voice Part 75 | Type: Special | Score: 5.34 | Genre: Sci-Fi
MAL-12185 | Princess Mononoke Part 75 | Type: TV | Score: 5.35 | Genre: Slice of Life
MAL-12186 | Howl's Moving Castle Part 75 | Type: Movie | Score: 5.36 | Genre: Romance
MAL-12187 | Violet Evergarden Part 75 | Type: OVA | Score: 5.37 | Genre: Suspense
MAL-12188 | Kaguya-sama: Love is War Part 75 | Type: ONA | Score: 5.38 | Genre: Adventure
MAL-12189 | Clannad: After Story Part 75 | Type: Special | Score: 5.39 | Genre: Sports
MAL-12190 | Toradora! Part 75 | Type: TV | Score: 5.4 | Genre: Action
MAL-12191 | Anohana: The Flower We Saw That Day Part 75 | Type: Movie | Score: 5.41 | Genre: Comedy
MAL-12192 | Your Lie in April Part 75 | Type: OVA | Score: 5.42 | Genre: Drama
MAL-12193 | Haikyu!! Part 75 | Type: ONA | Score: 5.43 | Genre: Fantasy
MAL-12194 | Kuroko's Basketball Part 75 | Type: Special | Score: 5.44 | Genre: Sci-Fi
MAL-12195 | Slam Dunk Part 75 | Type: TV | Score: 5.45 | Genre: Slice of Life
MAL-12196 | Blue Lock Part 75 | Type: Movie | Score: 5.46 | Genre: Romance
MAL-12197 | Ao Ashi Part 75 | Type: OVA | Score: 5.47 | Genre: Suspense
MAL-12198 | Chihayafuru Part 75 | Type: ONA | Score: 5.48 | Genre: Adventure
MAL-12199 | Legend of the Galactic Heroes Part 75 | Type: Special | Score: 5.49 | Genre: Sports
MAL-12200 | Pluto Part 75 | Type: TV | Score: 5.5 | Genre: Action
MAL-12201 | Monster Part 75 | Type: Movie | Score: 5.51 | Genre: Comedy
MAL-12202 | Berserk Part 75 | Type: OVA | Score: 5.52 | Genre: Drama
MAL-12203 | Claymore Part 75 | Type: ONA | Score: 5.53 | Genre: Fantasy
MAL-12204 | D.Gray-man Part 75 | Type: Special | Score: 5.54 | Genre: Sci-Fi
MAL-12205 | Soul Eater Part 75 | Type: TV | Score: 5.55 | Genre: Slice of Life
MAL-12206 | Fairy Tail Part 75 | Type: Movie | Score: 5.56 | Genre: Romance
MAL-12207 | The Seven Deadly Sins Part 75 | Type: OVA | Score: 5.57 | Genre: Suspense
MAL-12208 | Overlord Part 75 | Type: ONA | Score: 5.58 | Genre: Adventure
MAL-12209 | That Time I Got Reincarnated as a Slime Part 75 | Type: Special | Score: 5.59 | Genre: Sports
MAL-12210 | Mushoku Tensei: Jobless Reincarnation Part 75 | Type: TV | Score: 5.6 | Genre: Action
MAL-12211 | Reincarnated as a Sword Part 75 | Type: Movie | Score: 5.61 | Genre: Comedy
MAL-12212 | The Eminence in Shadow Part 75 | Type: OVA | Score: 5.62 | Genre: Drama
MAL-12213 | Log Horizon Part 75 | Type: ONA | Score: 5.63 | Genre: Fantasy
MAL-12214 | No Game No Life Part 75 | Type: Special | Score: 5.64 | Genre: Sci-Fi
MAL-12215 | Konosuba: God's Blessing on this Wonderful World! Part 75 | Type: TV | Score: 5.65 | Genre: Slice of Life
MAL-12216 | Re:CREATORS Part 75 | Type: Movie | Score: 5.66 | Genre: Romance
MAL-12217 | Fate/Zero Part 75 | Type: OVA | Score: 5.67 | Genre: Suspense
MAL-12218 | Fate/stay night: Unlimited Blade Works Part 75 | Type: ONA | Score: 5.68 | Genre: Adventure
MAL-12219 | Heaven's Feel Part 75 | Type: Special | Score: 5.69 | Genre: Sports
MAL-12220 | Kara no Kyoukai Part 75 | Type: TV | Score: 5.7 | Genre: Action
MAL-12221 | Psycho-Pass Part 75 | Type: Movie | Score: 5.71 | Genre: Comedy
MAL-12222 | Ghost in the Shell: Stand Alone Complex Part 75 | Type: OVA | Score: 5.72 | Genre: Drama
MAL-12223 | Akira Part 75 | Type: ONA | Score: 5.73 | Genre: Fantasy
MAL-12224 | Steins;Gate 0 Part 75 | Type: Special | Score: 5.74 | Genre: Sci-Fi
MAL-12225 | Erased Part 75 | Type: TV | Score: 5.75 | Genre: Slice of Life
MAL-12226 | The Promised Neverland Part 75 | Type: Movie | Score: 5.76 | Genre: Romance
MAL-12227 | Made in Abyss Part 75 | Type: OVA | Score: 5.77 | Genre: Suspense
MAL-12228 | Land of the Lustrous Part 75 | Type: ONA | Score: 5.78 | Genre: Adventure
MAL-12229 | Girls' Last Tour Part 75 | Type: Special | Score: 5.79 | Genre: Sports
MAL-12230 | Nichijou - My Ordinary Life Part 75 | Type: TV | Score: 5.8 | Genre: Action
MAL-12231 | Daily Lives of High School Boys Part 75 | Type: Movie | Score: 5.81 | Genre: Comedy
MAL-12232 | Grand Blue Dreaming Part 75 | Type: OVA | Score: 5.82 | Genre: Drama
MAL-12233 | Gekkan Shoujo Nozaki-kun Part 75 | Type: ONA | Score: 5.83 | Genre: Fantasy
MAL-12234 | K-On! Part 75 | Type: Special | Score: 5.84 | Genre: Sci-Fi
MAL-12235 | Bocchi the Rock! Part 75 | Type: TV | Score: 5.85 | Genre: Slice of Life
MAL-12236 | Love Live! School Idol Project Part 75 | Type: Movie | Score: 5.86 | Genre: Romance
MAL-12237 | The Melancholy of Haruhi Suzumiya Part 75 | Type: OVA | Score: 5.87 | Genre: Suspense
MAL-12238 | Lucky Star Part 75 | Type: ONA | Score: 5.88 | Genre: Adventure
MAL-12239 | Azumanga Daioh Part 75 | Type: Special | Score: 5.89 | Genre: Sports
MAL-12240 | Tanaka-kun is Always Listless Part 75 | Type: TV | Score: 5.9 | Genre: Action
MAL-12241 | School Babysitters Part 75 | Type: Movie | Score: 5.91 | Genre: Comedy
MAL-12242 | Barakamon Part 75 | Type: OVA | Score: 5.92 | Genre: Drama
MAL-12243 | Silver Spoon Part 75 | Type: ONA | Score: 5.93 | Genre: Fantasy
MAL-12244 | March Comes in Like a Lion Part 75 | Type: Special | Score: 5.94 | Genre: Sci-Fi
MAL-12245 | Honey and Clover Part 75 | Type: TV | Score: 5.95 | Genre: Slice of Life
MAL-12246 | Natsume's Book of Friends Part 75 | Type: Movie | Score: 5.96 | Genre: Romance
MAL-12247 | Mushishi Part 75 | Type: OVA | Score: 5.97 | Genre: Suspense
MAL-12248 | Kino's Journey Part 75 | Type: ONA | Score: 5.98 | Genre: Adventure
MAL-12249 | Spice and Wolf Part 75 | Type: Special | Score: 5.99 | Genre: Sports
MAL-12250 | The Tatami Galaxy Part 75 | Type: TV | Score: 6.0 | Genre: Action
MAL-12251 | Ping Pong the Animation Part 75 | Type: Movie | Score: 6.01 | Genre: Comedy
MAL-12252 | Odd Taxi Part 75 | Type: OVA | Score: 6.02 | Genre: Drama
MAL-12253 | Cyberpunk: Edgerunners Part 75 | Type: ONA | Score: 6.03 | Genre: Fantasy
MAL-12254 | Devilman Crybaby Part 75 | Type: Special | Score: 6.04 | Genre: Sci-Fi
MAL-12255 | Parasyte -the maxim- Part 75 | Type: TV | Score: 6.05 | Genre: Slice of Life
MAL-12256 | Inuyashiki Part 75 | Type: Movie | Score: 6.06 | Genre: Romance
MAL-12257 | Elfen Lied Part 75 | Type: OVA | Score: 6.07 | Genre: Suspense
MAL-12258 | Deadman Wonderland Part 75 | Type: ONA | Score: 6.08 | Genre: Adventure
MAL-12259 | Mirai Nikki Part 75 | Type: Special | Score: 6.09 | Genre: Sports
MAL-12260 | Another Part 75 | Type: TV | Score: 6.1 | Genre: Action
MAL-12261 | Shiki Part 75 | Type: Movie | Score: 6.11 | Genre: Comedy
MAL-12262 | Higurashi: When They Cry Part 75 | Type: OVA | Score: 6.12 | Genre: Drama
MAL-12263 | Summer Time Rendering Part 75 | Type: ONA | Score: 6.13 | Genre: Fantasy
MAL-12264 | Ergo Proxy Part 75 | Type: Special | Score: 6.14 | Genre: Sci-Fi
MAL-12265 | Texhnolyze Part 75 | Type: TV | Score: 6.15 | Genre: Slice of Life
MAL-12266 | Serial Experiments Lain Part 75 | Type: Movie | Score: 6.16 | Genre: Romance
MAL-12267 | Darker than Black Part 75 | Type: OVA | Score: 6.17 | Genre: Suspense
MAL-12268 | Black Lagoon Part 75 | Type: ONA | Score: 6.18 | Genre: Adventure
MAL-12269 | Jormungand Part 75 | Type: Special | Score: 6.19 | Genre: Sports
MAL-12270 | Hellsing Ultimate Part 75 | Type: TV | Score: 6.2 | Genre: Action
MAL-12271 | Drifters Part 75 | Type: Movie | Score: 6.21 | Genre: Comedy
MAL-12272 | Dororo Part 75 | Type: OVA | Score: 6.22 | Genre: Drama
MAL-12273 | Samurai Champloo Part 75 | Type: ONA | Score: 6.23 | Genre: Fantasy
MAL-12274 | Rurouni Kenshin Part 75 | Type: Special | Score: 6.24 | Genre: Sci-Fi
MAL-12275 | Gintama' Part 75 | Type: TV | Score: 6.25 | Genre: Slice of Life
MAL-12276 | Gintama° Part 75 | Type: Movie | Score: 6.26 | Genre: Romance
MAL-12277 | Gintama: Enchousen Part 75 | Type: OVA | Score: 6.27 | Genre: Suspense
MAL-12278 | Gintama: The Final Part 75 | Type: ONA | Score: 6.28 | Genre: Adventure
MAL-12279 | Bleach Part 75 | Type: Special | Score: 6.29 | Genre: Sports
MAL-12280 | Katekyo Hitman Reborn! Part 75 | Type: TV | Score: 6.3 | Genre: Action
MAL-12281 | D.Gray-man Hallow Part 75 | Type: Movie | Score: 6.31 | Genre: Comedy
MAL-12282 | Beelzebub Part 75 | Type: OVA | Score: 6.32 | Genre: Drama
MAL-12283 | Gourmet Girl Graffiti Part 75 | Type: ONA | Score: 6.33 | Genre: Fantasy
MAL-12284 | Food Wars! Shokugeki no Soma Part 75 | Type: Special | Score: 6.34 | Genre: Sci-Fi
MAL-12285 | Yakitate!! Japan Part 75 | Type: TV | Score: 6.35 | Genre: Slice of Life
MAL-12286 | Toriko Part 75 | Type: Movie | Score: 6.36 | Genre: Romance
MAL-12287 | Golden Kamuy Part 75 | Type: OVA | Score: 6.37 | Genre: Suspense
MAL-12288 | Vinland Saga Season 2 Part 75 | Type: ONA | Score: 6.38 | Genre: Adventure
MAL-12289 | Kingdom Part 75 | Type: Special | Score: 6.39 | Genre: Sports
MAL-12290 | The Kings Avatar Part 75 | Type: TV | Score: 6.4 | Genre: Action
MAL-12291 | Soul Land Part 75 | Type: Movie | Score: 6.41 | Genre: Comedy
MAL-12292 | Battle Through the Heavens Part 75 | Type: OVA | Score: 6.42 | Genre: Drama
MAL-12293 | A Will Eternal Part 75 | Type: ONA | Score: 6.43 | Genre: Fantasy
MAL-12294 | Perfect World Part 75 | Type: Special | Score: 6.44 | Genre: Sci-Fi
MAL-12295 | Stellar Transformations Part 75 | Type: TV | Score: 6.45 | Genre: Slice of Life
MAL-12296 | Martial Universe Part 75 | Type: Movie | Score: 6.46 | Genre: Romance
MAL-12297 | Spare Me, Great Lord! Part 75 | Type: OVA | Score: 6.47 | Genre: Suspense
MAL-12298 | Versatile Mage Part 75 | Type: ONA | Score: 6.48 | Genre: Adventure
MAL-12299 | Fullmetal Alchemist: Brotherhood Part 76 | Type: Special | Score: 6.49 | Genre: Sports
MAL-12300 | Frieren: Beyond Journey's End Part 76 | Type: TV | Score: 6.5 | Genre: Action
MAL-12301 | Steins;Gate Part 76 | Type: Movie | Score: 6.51 | Genre: Comedy
MAL-12302 | Attack on Titan Part 76 | Type: OVA | Score: 6.52 | Genre: Drama
MAL-12303 | Hunter x Hunter Part 76 | Type: ONA | Score: 6.53 | Genre: Fantasy
MAL-12304 | Bleach: Thousand-Year Blood War Part 76 | Type: Special | Score: 6.54 | Genre: Sci-Fi
MAL-12305 | Gintama Part 76 | Type: TV | Score: 6.55 | Genre: Slice of Life
MAL-12306 | One Piece Part 76 | Type: Movie | Score: 6.56 | Genre: Romance
MAL-12307 | Naruto: Shippuden Part 76 | Type: OVA | Score: 6.57 | Genre: Suspense
MAL-12308 | Re:Zero - Starting Life in Another World Part 76 | Type: ONA | Score: 6.58 | Genre: Adventure
MAL-12309 | Jujutsu Kaisen Part 76 | Type: Special | Score: 6.59 | Genre: Sports
MAL-12310 | Demon Slayer: Kimetsu no Yaiba Part 76 | Type: TV | Score: 6.6 | Genre: Action
MAL-12311 | Chainsaw Man Part 76 | Type: Movie | Score: 6.61 | Genre: Comedy
MAL-12312 | Cowboy Bebop Part 76 | Type: OVA | Score: 6.62 | Genre: Drama
MAL-12313 | Neon Genesis Evangelion Part 76 | Type: ONA | Score: 6.63 | Genre: Fantasy
MAL-12314 | Code Geass: Lelouch of the Rebellion Part 76 | Type: Special | Score: 6.64 | Genre: Sci-Fi
MAL-12315 | Death Note Part 76 | Type: TV | Score: 6.65 | Genre: Slice of Life
MAL-12316 | Monster Part 76 | Type: Movie | Score: 6.66 | Genre: Romance
MAL-12317 | Hajime no Ippo Part 76 | Type: OVA | Score: 6.67 | Genre: Suspense
MAL-12318 | Vinland Saga Part 76 | Type: ONA | Score: 6.68 | Genre: Adventure
MAL-12319 | Mob Psycho 100 Part 76 | Type: Special | Score: 6.69 | Genre: Sports
MAL-12320 | One Punch Man Part 76 | Type: TV | Score: 6.7 | Genre: Action
MAL-12321 | My Hero Academia Part 76 | Type: Movie | Score: 6.71 | Genre: Comedy
MAL-12322 | Black Clover Part 76 | Type: OVA | Score: 6.72 | Genre: Drama
MAL-12323 | Sword Art Online Part 76 | Type: ONA | Score: 6.73 | Genre: Fantasy
MAL-12324 | Tokyo Ghoul Part 76 | Type: Special | Score: 6.74 | Genre: Sci-Fi
MAL-12325 | Your Name. Part 76 | Type: TV | Score: 6.75 | Genre: Slice of Life
MAL-12326 | Spirited Away Part 76 | Type: Movie | Score: 6.76 | Genre: Romance
MAL-12327 | A Silent Voice Part 76 | Type: OVA | Score: 6.77 | Genre: Suspense
MAL-12328 | Princess Mononoke Part 76 | Type: ONA | Score: 6.78 | Genre: Adventure
MAL-12329 | Howl's Moving Castle Part 76 | Type: Special | Score: 6.79 | Genre: Sports
MAL-12330 | Violet Evergarden Part 76 | Type: TV | Score: 6.8 | Genre: Action
MAL-12331 | Kaguya-sama: Love is War Part 76 | Type: Movie | Score: 6.81 | Genre: Comedy
MAL-12332 | Clannad: After Story Part 76 | Type: OVA | Score: 6.82 | Genre: Drama
MAL-12333 | Toradora! Part 76 | Type: ONA | Score: 6.83 | Genre: Fantasy
MAL-12334 | Anohana: The Flower We Saw That Day Part 76 | Type: Special | Score: 6.84 | Genre: Sci-Fi
MAL-12335 | Your Lie in April Part 76 | Type: TV | Score: 6.85 | Genre: Slice of Life
MAL-12336 | Haikyu!! Part 76 | Type: Movie | Score: 6.86 | Genre: Romance
MAL-12337 | Kuroko's Basketball Part 76 | Type: OVA | Score: 6.87 | Genre: Suspense
MAL-12338 | Slam Dunk Part 76 | Type: ONA | Score: 6.88 | Genre: Adventure
MAL-12339 | Blue Lock Part 76 | Type: Special | Score: 6.89 | Genre: Sports
MAL-12340 | Ao Ashi Part 76 | Type: TV | Score: 6.9 | Genre: Action
MAL-12341 | Chihayafuru Part 76 | Type: Movie | Score: 6.91 | Genre: Comedy
MAL-12342 | Legend of the Galactic Heroes Part 76 | Type: OVA | Score: 6.92 | Genre: Drama
MAL-12343 | Pluto Part 76 | Type: ONA | Score: 6.93 | Genre: Fantasy
MAL-12344 | Monster Part 76 | Type: Special | Score: 6.94 | Genre: Sci-Fi
MAL-12345 | Berserk Part 76 | Type: TV | Score: 6.95 | Genre: Slice of Life
MAL-12346 | Claymore Part 76 | Type: Movie | Score: 6.96 | Genre: Romance
MAL-12347 | D.Gray-man Part 76 | Type: OVA | Score: 6.97 | Genre: Suspense
MAL-12348 | Soul Eater Part 76 | Type: ONA | Score: 6.98 | Genre: Adventure
MAL-12349 | Fairy Tail Part 76 | Type: Special | Score: 6.99 | Genre: Sports
MAL-12350 | The Seven Deadly Sins Part 76 | Type: TV | Score: 7.0 | Genre: Action
MAL-12351 | Overlord Part 76 | Type: Movie | Score: 7.01 | Genre: Comedy
MAL-12352 | That Time I Got Reincarnated as a Slime Part 76 | Type: OVA | Score: 7.02 | Genre: Drama
MAL-12353 | Mushoku Tensei: Jobless Reincarnation Part 76 | Type: ONA | Score: 7.03 | Genre: Fantasy
MAL-12354 | Reincarnated as a Sword Part 76 | Type: Special | Score: 7.04 | Genre: Sci-Fi
MAL-12355 | The Eminence in Shadow Part 76 | Type: TV | Score: 7.05 | Genre: Slice of Life
MAL-12356 | Log Horizon Part 76 | Type: Movie | Score: 7.06 | Genre: Romance
MAL-12357 | No Game No Life Part 76 | Type: OVA | Score: 7.07 | Genre: Suspense
MAL-12358 | Konosuba: God's Blessing on this Wonderful World! Part 76 | Type: ONA | Score: 7.08 | Genre: Adventure
MAL-12359 | Re:CREATORS Part 76 | Type: Special | Score: 7.09 | Genre: Sports
MAL-12360 | Fate/Zero Part 76 | Type: TV | Score: 7.1 | Genre: Action
MAL-12361 | Fate/stay night: Unlimited Blade Works Part 76 | Type: Movie | Score: 7.11 | Genre: Comedy
MAL-12362 | Heaven's Feel Part 76 | Type: OVA | Score: 7.12 | Genre: Drama
MAL-12363 | Kara no Kyoukai Part 76 | Type: ONA | Score: 7.13 | Genre: Fantasy
MAL-12364 | Psycho-Pass Part 76 | Type: Special | Score: 7.14 | Genre: Sci-Fi
MAL-12365 | Ghost in the Shell: Stand Alone Complex Part 76 | Type: TV | Score: 7.15 | Genre: Slice of Life
MAL-12366 | Akira Part 76 | Type: Movie | Score: 7.16 | Genre: Romance
MAL-12367 | Steins;Gate 0 Part 76 | Type: OVA | Score: 7.17 | Genre: Suspense
MAL-12368 | Erased Part 76 | Type: ONA | Score: 7.18 | Genre: Adventure
MAL-12369 | The Promised Neverland Part 76 | Type: Special | Score: 7.19 | Genre: Sports
MAL-12370 | Made in Abyss Part 76 | Type: TV | Score: 7.2 | Genre: Action
MAL-12371 | Land of the Lustrous Part 76 | Type: Movie | Score: 7.21 | Genre: Comedy
MAL-12372 | Girls' Last Tour Part 76 | Type: OVA | Score: 7.22 | Genre: Drama
MAL-12373 | Nichijou - My Ordinary Life Part 76 | Type: ONA | Score: 7.23 | Genre: Fantasy
MAL-12374 | Daily Lives of High School Boys Part 76 | Type: Special | Score: 7.24 | Genre: Sci-Fi
MAL-12375 | Grand Blue Dreaming Part 76 | Type: TV | Score: 7.25 | Genre: Slice of Life
MAL-12376 | Gekkan Shoujo Nozaki-kun Part 76 | Type: Movie | Score: 7.26 | Genre: Romance
MAL-12377 | K-On! Part 76 | Type: OVA | Score: 7.27 | Genre: Suspense
MAL-12378 | Bocchi the Rock! Part 76 | Type: ONA | Score: 7.28 | Genre: Adventure
MAL-12379 | Love Live! School Idol Project Part 76 | Type: Special | Score: 7.29 | Genre: Sports
MAL-12380 | The Melancholy of Haruhi Suzumiya Part 76 | Type: TV | Score: 7.3 | Genre: Action
MAL-12381 | Lucky Star Part 76 | Type: Movie | Score: 7.31 | Genre: Comedy
MAL-12382 | Azumanga Daioh Part 76 | Type: OVA | Score: 7.32 | Genre: Drama
MAL-12383 | Tanaka-kun is Always Listless Part 76 | Type: ONA | Score: 7.33 | Genre: Fantasy
MAL-12384 | School Babysitters Part 76 | Type: Special | Score: 7.34 | Genre: Sci-Fi
MAL-12385 | Barakamon Part 76 | Type: TV | Score: 7.35 | Genre: Slice of Life
MAL-12386 | Silver Spoon Part 76 | Type: Movie | Score: 7.36 | Genre: Romance
MAL-12387 | March Comes in Like a Lion Part 76 | Type: OVA | Score: 7.37 | Genre: Suspense
MAL-12388 | Honey and Clover Part 76 | Type: ONA | Score: 7.38 | Genre: Adventure
MAL-12389 | Natsume's Book of Friends Part 76 | Type: Special | Score: 7.39 | Genre: Sports
MAL-12390 | Mushishi Part 76 | Type: TV | Score: 7.4 | Genre: Action
MAL-12391 | Kino's Journey Part 76 | Type: Movie | Score: 7.41 | Genre: Comedy
MAL-12392 | Spice and Wolf Part 76 | Type: OVA | Score: 7.42 | Genre: Drama
MAL-12393 | The Tatami Galaxy Part 76 | Type: ONA | Score: 7.43 | Genre: Fantasy
MAL-12394 | Ping Pong the Animation Part 76 | Type: Special | Score: 7.44 | Genre: Sci-Fi
MAL-12395 | Odd Taxi Part 76 | Type: TV | Score: 7.45 | Genre: Slice of Life
MAL-12396 | Cyberpunk: Edgerunners Part 76 | Type: Movie | Score: 7.46 | Genre: Romance
MAL-12397 | Devilman Crybaby Part 76 | Type: OVA | Score: 7.47 | Genre: Suspense
MAL-12398 | Parasyte -the maxim- Part 76 | Type: ONA | Score: 7.48 | Genre: Adventure
MAL-12399 | Inuyashiki Part 76 | Type: Special | Score: 7.49 | Genre: Sports
MAL-12400 | Elfen Lied Part 76 | Type: TV | Score: 7.5 | Genre: Action
MAL-12401 | Deadman Wonderland Part 76 | Type: Movie | Score: 7.51 | Genre: Comedy
MAL-12402 | Mirai Nikki Part 76 | Type: OVA | Score: 7.52 | Genre: Drama
MAL-12403 | Another Part 76 | Type: ONA | Score: 7.53 | Genre: Fantasy
MAL-12404 | Shiki Part 76 | Type: Special | Score: 7.54 | Genre: Sci-Fi
MAL-12405 | Higurashi: When They Cry Part 76 | Type: TV | Score: 7.55 | Genre: Slice of Life
MAL-12406 | Summer Time Rendering Part 76 | Type: Movie | Score: 7.56 | Genre: Romance
MAL-12407 | Ergo Proxy Part 76 | Type: OVA | Score: 7.57 | Genre: Suspense
MAL-12408 | Texhnolyze Part 76 | Type: ONA | Score: 7.58 | Genre: Adventure
MAL-12409 | Serial Experiments Lain Part 76 | Type: Special | Score: 7.59 | Genre: Sports
MAL-12410 | Darker than Black Part 76 | Type: TV | Score: 7.6 | Genre: Action
MAL-12411 | Black Lagoon Part 76 | Type: Movie | Score: 7.61 | Genre: Comedy
MAL-12412 | Jormungand Part 76 | Type: OVA | Score: 7.62 | Genre: Drama
MAL-12413 | Hellsing Ultimate Part 76 | Type: ONA | Score: 7.63 | Genre: Fantasy
MAL-12414 | Drifters Part 76 | Type: Special | Score: 7.64 | Genre: Sci-Fi
MAL-12415 | Dororo Part 76 | Type: TV | Score: 7.65 | Genre: Slice of Life
MAL-12416 | Samurai Champloo Part 76 | Type: Movie | Score: 7.66 | Genre: Romance
MAL-12417 | Rurouni Kenshin Part 76 | Type: OVA | Score: 7.67 | Genre: Suspense
MAL-12418 | Gintama' Part 76 | Type: ONA | Score: 7.68 | Genre: Adventure
MAL-12419 | Gintama° Part 76 | Type: Special | Score: 7.69 | Genre: Sports
MAL-12420 | Gintama: Enchousen Part 76 | Type: TV | Score: 7.7 | Genre: Action
MAL-12421 | Gintama: The Final Part 76 | Type: Movie | Score: 7.71 | Genre: Comedy
MAL-12422 | Bleach Part 76 | Type: OVA | Score: 7.72 | Genre: Drama
MAL-12423 | Katekyo Hitman Reborn! Part 76 | Type: ONA | Score: 7.73 | Genre: Fantasy
MAL-12424 | D.Gray-man Hallow Part 76 | Type: Special | Score: 7.74 | Genre: Sci-Fi
MAL-12425 | Beelzebub Part 76 | Type: TV | Score: 7.75 | Genre: Slice of Life
MAL-12426 | Gourmet Girl Graffiti Part 76 | Type: Movie | Score: 7.76 | Genre: Romance
MAL-12427 | Food Wars! Shokugeki no Soma Part 76 | Type: OVA | Score: 7.77 | Genre: Suspense
MAL-12428 | Yakitate!! Japan Part 76 | Type: ONA | Score: 7.78 | Genre: Adventure
MAL-12429 | Toriko Part 76 | Type: Special | Score: 7.79 | Genre: Sports
MAL-12430 | Golden Kamuy Part 76 | Type: TV | Score: 7.8 | Genre: Action
MAL-12431 | Vinland Saga Season 2 Part 76 | Type: Movie | Score: 7.81 | Genre: Comedy
MAL-12432 | Kingdom Part 76 | Type: OVA | Score: 7.82 | Genre: Drama
MAL-12433 | The Kings Avatar Part 76 | Type: ONA | Score: 7.83 | Genre: Fantasy
MAL-12434 | Soul Land Part 76 | Type: Special | Score: 7.84 | Genre: Sci-Fi
MAL-12435 | Battle Through the Heavens Part 76 | Type: TV | Score: 7.85 | Genre: Slice of Life
